Name,Latitude,Longitude,Purpose,River,Nearest City,District,Elevation,Type,Length (m),Max Height above Foundation (m),Slope(%),Seismic_Zone,SoilType_Main,SoilType_Secondary,NearestRiver,RiverDistance(km),RiverFlowRate(m/day),Rainfall_2020,Rainfall_2021,Rainfall_2022,Rainfall_2023,Rainfall_2024,Rainfall_5yr_Avg,MonsoonIntensityAvg(mm/wet_day),Jan NDVI,Feb NDVI,Mar NDVI,Apr NDVI,May NDVI,Jun NDVI,Jul NDVI,Aug NDVI,Sep NDVI,Oct NDVI,Nov NDVI,Dec NDVI
Guneli Dam,22.9527,73.538,Irrigation,Desma Kotar,Shehera,Panch Mahals,99.0,Earthen,1968.0,15.0,0.0,3,Vertisols,Cambisols,"Mahi, River",45.0228,0.0002,1308.1,1126.6,854.3,1231.2,1376.5,1179.34,16.54,118.0,111.5,95.0,88.5,101.5,92.5,91.5,113.5,8.5,119.0,96.0,75.0
Hadaf Dam,22.895,73.8902,"Irrigation,Pisciculture",Hadaf,Godhra,Panch Mahals,160.0,Earthen,120.0,29.5,0.0,3,Unknown,Unknown,"Unknown, Lake",23.1524,-0.0004,1063.3,1159.9,950.9,1245.0,1399.8,1163.78,15.96,88.5,73.0,75.5,70.5,79.0,74.5,44.0,31.5,0.0,105.0,94.0,76.0
Halara Dam,23.3041,70.3505,Irrigation,Local Stream,Bhachau,Kachchh,48.0,Earthen,586.0,13.45,1.8018,5,Vertisols,Arenosols,"Indus, River",279.3222,0.0001,718.7,662.2,800.2,695.9,771.2,729.64,18.37,71.5,60.5,64.5,56.0,67.5,55.5,55.0,50.0,71.5,76.5,72.0,72.0
Hamapur Dam,21.43,71.0036,Irrigation,T/Machhu,Kunkavavvadia,Amreli,166.0,Earthen,646.0,17.0,0.9009,3,Vertisols,Cambisols,"Tapi, River",190.3251,0.0001,1072.7,1059.9,641.4,679.7,1213.3,933.4,17.33,106.5,87.0,65.5,73.5,61.0,57.5,71.5,94.5,36.5,99.5,78.0,87.0
Hamipara Dam,21.5044,72.063,Irrigation,Utavali,Talaja,Bhavnagar,88.0,Earthen,2205.0,14.8,1.8018,3,Vertisols,Cambisols,"Tapi, River",84.4632,0.0001,944.5,1400.3,842.9,889.7,1421.3,1099.74,15.27,85.5,75.0,77.5,83.0,83.5,81.5,31.0,97.5,31.0,97.5,90.0,82.0
Hanol Dam,21.6211,71.7422,Irrigation,,Palitana,Bhavnagar,87.0,Earthen,13.5,13.5,0.0,3,Vertisols,Cambisols,"Tapi, River",120.0729,0.0001,1080.5,1092.9,813.5,697.9,1462.8,1029.52,15.76,78.0,54.0,34.5,25.0,39.5,25.0,37.5,33.0,26.5,109.0,86.0,67.0
Hansthal Dam,22.2183,69.5494,Irrigation,Local Voklo,Khambhaliya,Jamnagar,37.0,Earthen,122.0,12.0,0.0,4,Vertisols,Fluvisols,"Indus, River",295.0525,0.0,1717.3,970.0,701.5,830.1,1407.9,1125.36,25.19,104.5,81.0,55.5,88.0,67.5,29.5,21.5,67.5,117.0,117.0,64.0,68.0
Harnav II Dam,23.985,73.2991,Irrigation,Harnav,Vijayanagar Mahal,Sabar Kantha,321.0,Earthen,405.0,41.65,7.2072,3,Regosols,Vertisols,"Som Kahmla, River",68.7725,-0.0002,1029.9,1146.4,1071.7,1121.2,1257.4,1125.32,14.91,125.5,118.0,91.0,81.0,121.0,23.5,69.5,15.0,105.5,11.0,121.0,107.0
Harwant Dam,22.3083,74.0119,Irrigation,T Narmada,Chhota Udepur,Vadodara,151.0,Earthen,279.0,23.11,0.9009,3,Vertisols,Luvisols,"Unknown, Lake",44.5939,-0.0004,1045.3,1132.4,1062.9,1038.8,1530.4,1161.96,14.08,87.5,66.0,66.5,61.0,62.5,59.5,33.5,32.0,94.0,99.5,84.0,77.0
Hatadi Dam,22.9413,69.938,Irrigation,Chhela Nadi,Anjar,Kachchh,18.0,Earthen,2226.0,13.85,0.0,5,Vertisols,Cambisols,"Indus, River",265.198,0.0,791.6,767.2,846.7,713.6,965.2,816.86,22.88,58.0,57.5,55.0,51.5,55.0,52.0,55.5,88.5,122.0,101.0,90.0,72.0
Hathasani Dam,22.1308,71.3655,Irrigation,T/Sukhbhadar,Jasdan,Rajkot,203.0,Earthen,220.0,20.0,2.7027,3,Vertisols,Luvisols,"Mahi, River",179.5839,0.0,908.0,870.8,687.6,604.3,1257.0,865.54,16.62,87.5,80.0,64.5,57.0,58.0,59.5,74.5,37.5,101.5,99.5,83.0,77.0
Hathidra Dam,24.2283,72.6033,Irrigation,T Of Banas,Palanpur,Banas Kantha,283.0,Earthen,268.0,18.3,5.4054,3,Vertisols,Luvisols,"Som Kahmla, River",142.1652,-0.0002,772.9,1045.8,998.1,1041.8,1020.2,975.76,14.92,127.5,122.5,87.0,78.5,119.5,120.5,89.0,85.5,92.5,111.5,105.0,103.0
Hathmati Dam,23.6047,72.9547,Irrigation,Hatmati,Bhiloda,Sabar Kantha,123.0,Earthen,993.0,23.62,12.6126,3,Cambisols,Luvisols,"Mahi, River",94.3031,0.0002,1199.2,907.6,1113.7,1201.7,1135.7,1111.58,17.54,61.5,65.0,62.5,57.5,67.0,70.5,42.0,85.0,38.5,74.5,80.0,71.0
HiranI Dam,21.1947,70.663,Irrigation,Hiran,Gir Reserved Forest,Junagadh,199.0,Earthen,1304.6,26.21,9.9099,3,Vertisols,Cambisols,"Tapi, River",224.7783,0.0001,1538.6,1227.6,892.5,994.7,1453.0,1221.28,15.03,84.5,94.0,88.0,82.5,103.0,94.5,68.5,101.0,39.0,3.0,133.0,110.0
HiranII Dam,21.0272,70.4877,Irrigation,Hiran,Talala,Junagadh,69.0,Earthen,3107.85,24.4,0.9009,3,Vertisols,Leptosols,"Tapi, River",244.244,0.0001,1574.1,1149.4,1052.1,1087.3,1639.7,1300.52,16.1,74.5,22.0,22.5,36.0,78.0,58.0,70.5,100.0,50.0,44.5,71.0,89.0
Ingorala Dam,21.2233,71.205,Irrigation,Dedumal,Khambha Mahal,Amreli,253.0,Earthen,492.38,19.18,2.7027,3,Vertisols,Cambisols,"Tapi, River",168.5266,0.0001,1082.7,1252.2,629.3,840.3,1169.6,994.82,15.81,101.5,98.5,72.0,68.0,75.0,75.0,81.0,63.5,96.0,104.5,87.0,65.0
Isar Dam,21.3972,73.3133,Irrigation,Mandavi Khadi,Mandvi,Surat,95.0,Earthen,1171.0,13.6,0.0,3,Unknown,Unknown,"Ukai, Reservoir ",41.6161,0.002,1204.3,1878.0,1327.4,1085.1,2059.6,1510.88,16.13,89.0,85.0,73.0,71.5,78.5,103.5,65.5,50.0,34.0,11.0,112.0,90.0
Ishwariya Dam,22.0355,71.2016,Irrigation,Saran,Jasdan,Rajkot,198.0,Earthen / Gravity & Masonry,2147.0,15.7,0.0,3,Vertisols,Cambisols,"Tapi, River",189.7983,0.0001,962.5,950.2,671.3,623.7,1453.7,932.28,16.01,99.5,69.0,72.0,58.5,77.0,57.5,98.0,112.0,46.0,76.0,79.0,83.0
Jadawas Dam,23.2369,70.0219,Irrigation,Local River,Rapar,Kachchh,74.0,Earthen,883.0,13.91,0.0,5,Cambisols,Luvisols,"Indus, River",253.9118,0.0001,631.5,601.0,859.1,621.9,899.3,722.56,21.62,88.0,93.0,75.0,69.5,72.0,57.5,29.0,68.5,34.0,108.0,96.0,97.0
Jaday Dam,23.3163,69.1961,Irrigation,Dharui Nadi,Nakhtarana,Kachchh,166.0,Earthen,175.0,28.82,7.2072,5,Luvisols,Vertisols,"Indus, River",179.8848,0.0,829.3,536.0,635.4,666.2,896.1,712.6,21.13,84.0,82.5,76.0,69.0,67.0,68.0,56.5,82.5,80.5,114.5,101.0,97.0
Jadsa Dam,23.4536,70.4311,Irrigation,Local River,Bhachau,Kachchh,84.0,Earthen,358.0,17.0,0.9009,5,Vertisols,Luvisols,"Indus, River",279.5724,0.0001,770.0,629.1,740.7,699.3,672.4,702.3,17.77,76.0,88.5,70.5,75.5,85.0,70.0,30.5,31.0,81.0,99.5,77.0,88.0
Jagadi Dam,22.4711,70.0594,Irrigation,Local Stream,Jamnagar,Jamnagar,18.0,Earthen,1306.0,12.5,1.8018,4,Vertisols,Cambisols,"Indus, River",308.5122,0.0,1205.5,1072.5,898.1,790.8,1345.5,1062.48,23.05,56.5,53.0,48.5,54.5,52.0,50.0,47.5,73.0,60.5,74.0,69.0,63.0
Jalai Dhuleta Dam,23.2544,74.1277,Irrigation,Kotar,Santrampur,dahod,260.0,Earthen,298.0,23.0,2.7027,2,Vertisols,Cambisols,"Mahi, River",32.9453,0.0002,1040.7,1436.1,1025.4,1228.6,1372.6,1220.68,16.8,70.0,77.5,63.0,55.0,72.0,47.5,54.5,104.0,46.5,111.5,81.0,45.0
Jalida Dam,22.4463,71.0427,Irrigation,Local Vangha,Wankaner,Rajkot,181.0,Earthen,580.0,13.0,1.8018,3,Vertisols,Luvisols,"Mahi, River",209.1696,0.0,1077.2,1003.5,837.6,604.4,1521.1,1008.76,21.64,81.5,72.5,60.5,57.0,59.0,69.0,67.5,97.0,122.0,118.0,97.0,96.0
Jaljivadi Dam,21.1647,71.028,Irrigation,Wankdi,Dhari Mahal,Amreli,287.0,Earthen / Gravity & Masonry,391.0,33.5,2.7027,3,Vertisols,Cambisols,"Tapi, River",187.1151,0.0001,1326.3,1242.4,666.1,802.6,1252.6,1058.0,16.62,85.0,80.5,68.0,67.0,78.5,90.5,51.5,106.0,51.0,104.0,92.0,82.0
Jambuda  Bandhara Dam,22.52,70.2061,Irrigation,Kalindri,Jamnagar,Jamnagar,14.0,Earthen,2350.0,16.0,0.9009,4,Vertisols,Cambisols,"Mahi, River",295.1904,0.0,1213.6,927.8,900.1,741.3,1181.7,992.9,22.48,86.0,83.0,66.5,60.5,59.5,52.0,54.0,74.5,82.0,112.0,80.0,88.0
Jamli Dam,22.5119,73.9863,Irrigation,T Narmada,Chhota Udepur,Vadodara,213.0,Earthen,322.0,16.0,0.0,3,Leptosols,Luvisols,"Unknown, Lake",21.9119,-0.0004,1098.7,1421.2,973.4,1130.9,1455.0,1215.84,14.42,108.5,97.0,76.5,76.5,96.5,91.5,62.5,34.5,55.5,123.0,125.0,83.0
Jangadiya Dam,23.4413,68.873,Irrigation,Khari,Abdasa,Kachchh,38.0,Earthen,990.0,21.94,2.7027,5,Luvisols,Cambisols,"Indus, River",146.177,0.0,603.8,481.1,681.3,616.3,804.2,637.34,17.35,86.5,84.0,72.0,72.0,72.5,67.5,57.0,79.5,90.0,108.0,96.0,90.0
JatavadaII Dam,23.8369,70.7152,Irrigation,Local River,Rapar,Kachchh,27.0,Earthen,784.33,13.89,0.0,5,Arenosols,Cambisols,"Indus, River",277.9539,-0.0003,564.5,482.5,642.7,679.8,467.3,567.36,18.18,63.5,61.5,54.5,50.5,50.0,45.0,18.0,47.5,54.0,65.5,68.0,80.0
Jesar Dam,21.3669,71.6658,Irrigation,Ranigadla,Kundla,Bhavnagar,98.0,Earthen,249.0,22.0,2.7027,3,Vertisols,Cambisols,"Tapi, River",121.4098,0.0001,922.2,1279.7,740.7,793.9,1263.1,999.92,15.26,100.0,77.0,69.0,71.0,74.0,64.5,74.5,72.0,56.5,111.0,84.0,78.0
Jesola Kamalpur Dam,23.0397,73.5544,Irrigation,Kotar,Lunavada,Panch Mahals,133.0,Earthen,165.0,25.0,1.8018,3,Vertisols,Luvisols,"Mahi, River",36.6043,0.0002,1091.8,1113.9,899.1,1225.2,1313.4,1128.68,16.56,103.5,98.0,81.0,77.5,93.5,114.0,92.0,122.0,117.5,2.0,114.0,82.0
Jetawada Dam,23.573,70.6444,Irrigation,Bela,Rapar,Kachchh,63.0,Earthen,1130.0,15.0,0.9009,5,Cambisols,Luvisols,"Mahi, River",278.9622,0.0,695.3,603.5,731.3,605.8,524.7,632.12,17.49,61.0,81.0,56.0,59.5,65.0,56.5,65.0,49.0,68.5,87.5,69.0,68.0
Jetholi Dam,23.07,73.3447,Irrigation,Vahela,Vadasinor,Kheda,98.0,Earthen,1951.0,17.07,0.9009,3,Vertisols,Cambisols,"Mahi, River",52.319,0.0002,951.6,1183.9,893.2,1269.1,1306.9,1120.94,16.29,126.5,126.5,92.5,88.0,97.5,99.5,47.5,61.0,97.0,123.5,125.0,102.0
Jhanjhesari Dam,21.3408,70.7522,Irrigation,Jhanjhesari,Visavadar,Junagadh,139.0,Earthen,2699.0,27.0,2.7027,3,Vertisols,Cambisols,"Tapi, River",215.5954,0.0001,1278.2,1169.0,746.8,830.9,1286.8,1062.34,16.67,109.5,66.0,66.5,59.5,80.5,54.0,26.5,36.0,36.5,85.5,88.0,76.0
Jhuj Dam,20.7119,73.3877,Irrigation,Kaveri,Vansada,Navsari,163.0,Gravity & Masonry,840.0,45.46,22.5225,3,Unknown,Unknown,"Ukai, Reservoir ",75.6662,0.002,1328.9,1881.7,1925.5,1073.8,1766.4,1595.26,16.23,121.5,98.0,99.0,88.0,95.5,99.5,4.5,93.0,106.5,7.5,96.0,95.0
Jogpura Dam,22.463,73.7858,Irrigation,T Narmada,Jetpur Pavi,Vadodara,282.0,Earthen,395.0,18.15,17.1171,3,Vertisols,Leptosols,"Unknown, Lake",34.5488,-0.0004,1081.6,1346.8,1010.3,1173.8,1505.5,1223.6,14.72,93.5,83.5,72.5,69.0,74.5,74.0,49.5,95.0,116.5,1.0,115.0,93.0
Junachay Dam,23.628,69.0066,Irrigation,,Lakhpat,Kachchh,73.0,Earthen,443.0,15.8,0.9009,5,Cambisols,Arenosols,"Indus, River",143.3462,0.0,475.0,345.0,728.1,441.2,654.7,528.8,20.53,72.5,73.5,66.0,69.0,60.0,54.0,12.5,62.5,75.5,96.0,79.0,79.0
Kabutri Dam,22.8347,73.9891,Irrigation,Bhadar,Limkheda,dahod,204.0,Earthen / Gravity & Masonry,544.0,18.7,2.7027,3,Vertisols,Cambisols,"Unknown, Lake",13.9905,-0.0004,1062.7,1273.8,940.4,1367.7,1572.8,1243.48,16.29,109.0,96.0,76.5,64.5,77.0,75.0,41.5,77.5,108.0,115.0,106.0,78.0
Kadana Dam,23.3058,73.8255,"Flood Control,Hydroelectric,Irrigation",Mahi,Santrampur,Panch Mahals,120.0,Earthen / Gravity & Masonry,1551.0,66.0,0.0,3,Vertisols,Cambisols,"Mahi, River",4.0633,0.0002,872.9,1347.1,961.5,1345.3,1461.3,1197.62,16.99,68.5,55.5,40.0,56.0,43.5,81.5,50.5,25.0,59.5,57.5,66.0,64.0
Kadoli Dam,23.2608,68.8269,Irrigation,Local River,Abdasa,Kachchh,24.0,Earthen,,14.02,0.9009,5,Arenosols,Cambisols,"Indus, River",157.9136,0.0,855.0,574.2,681.2,709.1,973.4,758.58,21.84,78.0,77.5,70.5,61.5,68.5,52.0,33.0,61.0,65.5,96.0,86.0,90.0
Kaila Dam,23.2419,69.6666,,,Bhuj,Kachchh,106.0,,,,0.9009,5,Vertisols,Luvisols,"Indus, River",223.1527,0.0,768.6,576.4,673.5,674.4,755.3,689.64,20.89,57.0,50.0,50.5,54.5,54.5,55.0,47.0,48.5,25.0,53.5,53.0,65.0
Kakari Mahudi Dam,23.3991,73.6258,Irrigation,Kotar,Lunavada,Panch Mahals,173.0,Earthen,810.0,13.97,0.9009,3,Vertisols,Cambisols,"Mahi, River",23.0568,0.0002,1117.1,1290.4,970.2,1489.0,1366.5,1246.64,17.25,111.5,110.0,77.0,71.0,81.5,74.5,44.5,109.0,77.5,120.0,100.0,87.0
Kakarwa Dam,23.4922,70.4119,Irrigation,Local River,Bhachau,Kachchh,87.0,Earthen,771.34,17.68,2.7027,5,Arenosols,Luvisols,"Indus, River",275.7396,-0.0003,769.5,594.8,739.3,666.9,594.0,672.9,19.37,78.0,74.5,70.5,65.0,63.0,56.0,56.5,60.5,68.5,103.0,88.0,90.0
Kakdiamba Dam,21.5461,73.8569,Irrigation,Waghti,Sagbara,Narmada,166.0,,1775.0,16.61,1.8018,3,Vertisols,Cambisols,"Tapti, River",24.2015,0.0007,1194.7,1356.8,1182.4,1117.5,1770.1,1324.3,13.78,97.0,88.0,77.5,74.5,68.5,71.0,74.5,66.5,113.5,125.0,94.0,83.0
Kalaghogha Dam,22.9461,69.6575,Irrigation,PhoT,Mundra,Kachchh,57.0,Earthen,1376.0,24.0,3.6036,5,Cambisols,Vertisols,"Indus, River",242.4971,0.0,1302.7,858.1,873.3,825.1,1096.0,991.04,22.74,66.5,67.0,64.0,59.5,62.0,61.0,39.0,78.0,122.0,93.0,81.0,76.0
Kali Dam,22.9075,74.2436,,,Dahod,dahod,295.0,,,,2.7027,3,Vertisols,Luvisols,"Unknown, Lake",33.991,-0.0004,951.2,1265.8,802.8,1060.5,1294.8,1075.02,15.32,116.0,88.0,75.5,64.5,74.5,55.0,34.0,25.5,96.0,111.5,90.0,51.0
Kaliakota Dam,22.8355,73.9902,Irrigation,River,Limkheda,dahod,198.0,Earthen,242.0,16.0,1.8018,3,Vertisols,Cambisols,"Unknown, Lake",14.0779,-0.0004,1062.7,1273.8,940.4,1367.7,1572.8,1243.48,16.29,109.0,94.0,73.5,66.0,77.0,68.0,41.5,87.5,108.0,115.0,106.0,78.0
Kaliakuva Dam,22.5936,73.9163,Irrigation,Kotar,Godhra,Panch Mahals,244.0,Earthen,593.5,10.33,0.9009,3,Vertisols,Luvisols,"Unknown, Lake",14.964,-0.0004,1066.5,1368.5,913.8,1156.4,1465.6,1194.16,14.66,112.0,96.0,79.5,73.5,86.0,81.0,82.5,102.0,105.0,6.5,116.0,78.0
Kalindri Dam,21.7224,69.9605,Irrigation,Kalindri,Kutiyana,Porbandar,49.0,Earthen,843.0,18.9,0.9009,3,Vertisols,Luvisols,"Tapi, River",301.6294,0.0001,1403.0,951.0,879.5,1055.3,1506.7,1159.1,20.35,78.0,81.0,70.0,72.5,74.5,57.5,52.0,105.0,29.5,111.5,79.0,92.0
Kalubhar Dam,21.8613,71.6297,Irrigation,Kalubhar,Gadhada,Bhavnagar,53.0,Earthen,1094.51,16.53,0.0,3,Vertisols,Cambisols,"Tapi, River",141.7093,0.0001,1044.5,1043.9,715.7,631.2,1417.0,970.46,17.17,37.5,52.5,47.5,29.5,45.5,37.5,53.5,55.0,11.0,73.5,91.0,69.0
Kalyanpar Dam,23.603,70.6736,Irrigation,Local Stream,Rapar,Kachchh,53.0,Earthen,285.0,11.1,0.0,5,Arenosols,Cambisols,"Mahi, River",277.8055,0.0,695.3,603.5,731.3,605.8,524.7,632.12,17.49,82.5,76.5,59.5,58.5,56.0,56.0,51.5,46.0,74.0,70.0,71.0,84.0
Kamalpurrnaka Dam,23.13,73.6105,Irrigation,Kotar,Lunavada,Panch Mahals,98.0,Earthen,186.0,24.0,1.8018,3,Vertisols,Luvisols,"Mahi, River",25.5967,0.0002,855.7,1192.4,871.2,1302.5,1314.3,1107.22,16.23,87.5,81.5,73.5,72.0,89.0,93.0,43.5,87.5,112.5,122.5,92.0,71.0
Kaniyad Dam,22.2538,71.6313,Irrigation,Rajawal,Botad,Bhavnagar,96.0,Earthen,4440.0,15.69,1.8018,3,Vertisols,Cambisols,"Mahi, River",150.2634,0.0,886.5,928.5,788.3,675.9,1555.0,966.84,18.27,104.0,104.5,78.5,73.0,75.5,68.0,78.0,103.0,51.0,112.5,94.0,86.0
Kankavati Dam,23.0905,71.2872,Irrigation,Godra,Halvad,Surendranagar,19.0,Earthen,2982.0,14.0,0.0,4,Luvisols,Vertisols,"Mahi, River",197.218,0.0,1483.9,912.9,788.7,780.3,910.1,975.18,22.52,87.5,95.0,67.5,70.5,79.5,52.5,50.0,70.0,30.5,97.0,90.0,79.0
Kankawati Dam,23.1694,69.1305,Irrigation,Kankawati,Abdasa,Kachchh,90.0,Earthen,2164.0,20.78,2.7027,5,Vertisols,Luvisols,"Indus, River",186.1589,0.0,880.3,588.0,767.9,895.0,1018.0,829.84,16.73,70.0,72.0,62.5,57.0,64.0,44.5,47.5,70.0,70.0,98.5,81.0,89.0
Kapasiya Dam,24.4711,72.5291,Irrigation,Fulzar,Palanpur,Banas Kantha,290.0,Earthen / Gravity & Masonry,1047.0,15.4,4.5045,3,Regosols,Vertisols,"Som Kahmla, River",156.7865,-0.0002,681.1,662.3,829.0,960.2,738.9,774.3,14.75,111.0,111.5,86.0,69.0,80.0,77.5,101.5,77.0,63.0,120.5,113.0,113.0
Karad Dam,22.5563,73.7025,Irrigation,Karad,Devgadh Bariya,Panch Mahals,137.0,Earthen,1019.0,29.56,0.0,3,Unknown,Unknown,"Unknown, Lake",34.1712,-0.0004,1039.7,1181.7,1013.4,1174.3,1497.1,1181.24,14.92,83.5,65.0,47.0,43.0,57.0,55.5,40.0,68.5,42.5,2.0,109.0,89.0
Karjan Dam,21.8138,73.5372,Irrigation,Karjan,Rajpipla,Narmada,113.0,Earthen / Gravity & Masonry,903.0,100.0,8.1081,3,Unknown,Unknown,"Narmada, River",18.7733,0.0001,1132.1,1139.8,1153.4,1030.1,1628.8,1216.84,15.0,90.5,73.0,69.0,66.5,73.5,63.5,23.5,29.5,30.0,112.0,107.0,83.0
Karmadiya Dam,21.333,71.7913,Irrigation,T /Sipu,Mahuva,Bhavnagar,136.0,Earthen,1041.0,12.94,2.7027,3,Vertisols,Leptosols,"Tapi, River",108.113,0.0001,973.6,1418.2,754.9,855.5,1329.8,1066.4,16.01,88.0,77.0,66.0,65.5,63.5,74.5,36.0,44.0,43.5,96.5,82.0,69.0
Karmal Dam,22.0288,70.9916,Irrigation,Bhadar,Kotda Sangani,Rajkot,171.0,Earthen / Gravity & Masonry,2118.0,17.45,0.0,3,Unknown,Unknown,"Tapi, River",208.987,0.0001,1037.3,952.2,764.3,782.1,1580.9,1023.36,17.01,57.5,31.0,41.0,60.0,81.0,80.5,77.5,90.0,31.5,42.5,47.0,68.0
Karnuki Dam,21.9436,71.113,Irrigation,,Jasdan,Rajkot,162.0,Earthen / Gravity & Masonry,2260.0,22.66,1.8018,3,Vertisols,Cambisols,"Tapi, River",193.716,0.0001,989.9,920.2,650.3,687.3,1521.6,953.86,16.64,116.5,105.0,70.5,64.5,85.0,69.0,87.0,109.0,122.0,98.0,82.0,80.0
Karol(Baugh) Dam,23.35,72.8452,Irrigation,Bokh,Prantij,Sabar Kantha,93.0,Earthen / Gravity & Masonry,726.0,13.14,0.0,3,Vertisols,Cambisols,"Mahi, River",98.4671,0.0002,1117.0,1016.5,1027.5,1268.4,1280.9,1142.06,18.23,116.5,105.0,90.5,82.0,108.5,104.5,47.5,48.0,56.0,107.5,93.0,79.0
KarudaDabhunda Dam,23.2366,70.0222,,Kershali,Rapar,Kachchh,74.0,Earthen,384.0,23.94,0.0,5,Vertisols,Arenosols,"Indus, River",253.9555,0.0001,631.5,601.0,859.1,621.9,899.3,722.56,21.62,91.5,93.0,75.0,69.5,72.0,57.5,26.5,71.5,34.0,108.0,96.0,97.0
Kaswati Dam,23.2419,69.6666,Irrigation,Kaswati,Bhuj,Kachchh,106.0,Earthen,1454.5,15.74,0.9009,5,Vertisols,Luvisols,"Indus, River",223.1527,0.0,768.6,576.4,673.5,674.4,755.3,689.64,20.89,57.0,50.0,50.5,54.5,54.5,55.0,47.0,48.5,25.0,53.5,53.0,65.0
Kelia Dam,20.6977,73.2833,"Flood Control,Irrigation",Kharera,Vansada,Navsari,111.0,Gravity & Masonry,814.0,28.1,0.0,3,Unknown,Unknown,"Tapi, River",72.5511,0.0005,1355.4,1914.9,1918.0,1093.6,1746.5,1605.68,16.41,81.0,103.0,72.0,86.5,82.5,114.0,56.5,68.5,46.5,118.5,114.0,85.0
Kevadi Dam,21.3363,73.4147,Irrigation,Mandavi Khadi,Mandvi,Surat,126.0,Earthen,125.9,18.14,4.5045,3,Leptosols,Luvisols,"Ukai, Reservoir ",30.3403,0.002,1247.9,1941.2,1401.5,1115.6,2088.0,1558.84,16.12,117.0,98.5,76.5,72.5,82.0,117.5,61.0,53.0,2.5,9.0,141.0,78.0
Khadkhambhali Dam,22.188,69.9622,Irrigation,Khadkhambhalli,Lalpur,Jamnagar,74.0,Earthen,370.0,24.0,0.0,4,Vertisols,Cambisols,"Tapi, River",314.22,0.0001,1243.6,905.7,778.4,665.9,1320.5,982.82,21.62,87.0,78.0,60.0,54.5,60.5,39.5,17.0,19.5,86.5,108.5,85.0,85.0
Khambhada Dam,22.1619,71.7938,Irrigation,Utavali,Dhandhuka,Ahmadabad,47.0,Earthen,3700.0,17.85,2.7027,3,Vertisols,Cambisols,"Mahi, River",135.7632,0.0,920.7,905.5,747.0,761.5,1715.9,1010.12,18.16,110.5,110.0,80.0,67.0,66.5,55.0,59.0,43.5,42.0,104.0,97.0,94.0
Khambhala Dam,21.6833,69.7436,"Irrigation,Navigation",Tokaniya,Ranavav,Porbandar,24.0,Earthen,700.0,21.03,0.9009,3,Vertisols,Cambisols,"Tapi, River",323.1109,0.0001,1671.5,1059.7,913.7,1090.9,1734.7,1294.1,19.7,94.0,69.5,70.0,71.5,90.0,65.5,30.5,98.5,34.5,82.5,75.0,77.0
Kharadia Dam,23.5027,69.4222,Irrigation,Gumar Nadi,Nakhtarana,Kachchh,28.0,Earthen,840.0,15.95,0.9009,5,Cambisols,Arenosols,"Indus, River",186.479,0.0,809.9,422.3,683.9,673.3,714.3,660.74,21.86,81.0,74.5,66.5,66.5,58.5,54.0,68.5,74.5,70.5,94.5,83.0,80.0
Kharedi Dam,22.8683,74.2758,Irrigation,Kotar,Dahod,dahod,298.0,Earthen,600.0,12.0,1.8018,3,Vertisols,Luvisols,"Unknown, Lake",34.1113,-0.0004,951.2,1265.8,802.8,1060.5,1294.8,1075.02,15.32,109.0,93.5,65.5,59.0,68.0,50.0,26.0,20.5,126.5,113.5,88.0,58.0
Khari Dam,21.2683,71.7791,Irrigation,Mehriyo,Mahuva,Bhavnagar,109.0,Earthen,1540.0,16.0,1.8018,3,Vertisols,Cambisols,"Tapi, River",109.0096,0.0001,1033.9,1477.1,767.9,899.4,1316.9,1099.04,16.05,103.5,95.5,79.0,82.5,74.0,75.0,42.0,95.0,34.5,101.5,97.0,89.0
Kharo Dam,21.5016,71.865,Irrigation,Kharo,Palitana,Bhavnagar,48.0,Earthen,163.4,17.42,0.0,3,Vertisols,Cambisols,"Tapi, River",103.9075,0.0001,927.9,1227.1,760.0,754.8,1436.0,1021.16,15.98,55.5,45.5,70.5,69.5,51.0,63.5,46.5,53.0,41.5,49.5,79.0,61.0
Kharod Dam,23.0594,69.3594,Irrigation,Kharod,Mandvi,Kachchh,98.0,Earthen,419.0,23.0,0.9009,5,Unknown,Unknown,"Indus, River",211.4194,0.0,919.1,703.5,767.7,822.4,1027.8,848.1,19.48,68.5,63.5,48.5,48.5,52.0,50.5,14.0,46.0,27.0,80.5,71.0,71.0
Kharua Dam,23.1375,69.1233,Irrigation,Local River,Abdasa,Kachchh,93.0,Earthen,107.0,15.75,4.5045,5,Vertisols,Cambisols,"Indus, River",188.206,0.0,926.8,603.7,756.9,963.6,1017.6,853.72,18.53,72.5,77.5,67.0,62.5,63.0,56.5,54.0,53.5,81.5,104.5,87.0,91.0
Khata Dam,22.9566,73.3333,Irrigation,Vahela,Vadasinor,Kheda,95.0,Earthen,152.0,14.5,4.5045,3,Vertisols,Luvisols,"Mahi, River",59.846,0.0002,1022.7,1077.5,946.4,1231.8,1442.7,1144.22,17.04,81.5,74.5,62.0,60.0,75.5,87.0,50.5,40.0,73.0,93.0,87.0,78.0
Khedava Dam,23.6308,72.8488,Irrigation,Khosambi,Khed Brahma,Sabar Kantha,133.0,,2678.5,28.0,6.3063,3,Vertisols,Luvisols,"Mahi, River",105.3856,0.0002,1193.8,834.1,1098.0,1146.8,1104.3,1075.4,17.28,112.0,115.0,87.5,71.0,86.0,90.5,44.5,94.5,51.0,119.0,105.0,90.0
