Name,Latitude,Longitude,Purpose,River,Nearest City,District,Elevation,Monsoon Intensity,Type,Length (m),Max Height above Foundation (m),Slope(%),Seismic_Zone,SoilType_Main,SoilType_Secondary,NearestRiver,RiverDistance(km),RiverFlowRate(m/day),Rainfall_2020,Rainfall_2021,Rainfall_2022,Rainfall_2023,Rainfall_2024,Rainfall_5yr_Avg,MonsoonIntensityAvg(mm/wet_day),Avg_NDVI_Last5Years,Geological_Suitability_Score,Climatic_Effect_Score,Overall_Suitability_Score,Geological_Suitability_Category,Climatic_Effect_Category,Overall_Suitability_Category,Rainfall_StdDev_5yr,Max_Annual_Rainfall,Min_Annual_Rainfall,NDVI_StdDev_5yr,NDVI_Trend_5yr
Jadawas Dam,23.2369,70.0219,Irrigation,Local River,Rapar,Kachchh,74.0,,Earthen,883.0,13.91,0.0,5,Cambisols,Luvisols,,,,631.5,601.0,859.1,621.9,899.3,722.56,21.62,,60,55,58.0,Moderate,Fair,Fair,144.11921454129563,899.3,601.0,,
Jaday Dam,23.3163,69.1961,Irrigation,Dharui Nadi,Nakhtarana,Kachchh,166.0,,Earthen,175.0,28.82,7.2072,5,Luvisols,Vertisols,,,,829.3,536.0,635.4,666.2,896.1,712.6,21.13,,58,55,56.8,Fair,Fair,Fair,147.1321684744706,896.1,536.0,,
Jadsa Dam,23.4536,70.4311,Irrigation,Local River,Bhachau,Kachchh,84.0,,Earthen,358.0,17.0,0.9009,5,Vertisols,Luvisols,,,,770.0,629.1,740.7,699.3,672.4,702.3,17.77,,65,60,63.0,Moderate,Moderate,Moderate,55.49572055573295,770.0,629.1,,
Jagadi Dam,22.4711,70.0594,Irrigation,Local Stream,Jamnagar,Jamnagar,18.0,,Earthen,1306.0,12.5,1.8018,4,Vertisols,Cambisols,,,,1205.5,1072.5,898.1,790.8,1345.5,1062.48,23.05,,63,60,61.8,Moderate,Moderate,Moderate,224.43609780959926,1345.5,790.8,,
Jalai Dhuleta Dam,23.2544,74.1277,Irrigation,Kotar,Santrampur,dahod,260.0,,Earthen,298.0,23.0,2.7027,2,Vertisols,Cambisols,,,,1040.7,1436.1,1025.4,1228.6,1372.6,1220.68,16.8,,74,60,68.4,Good,Moderate,Moderate,187.1331531289952,1436.1,1025.4,,
Jalida Dam,22.4463,71.0427,Irrigation,Local Vangha,Wankaner,Rajkot,181.0,,Earthen,580.0,13.0,1.8018,3,Vertisols,Luvisols,,,,1077.2,1003.5,837.6,604.4,1521.1,1008.76,21.64,,75,50,65.0,Good,Fair,Moderate,339.1189805953067,1521.1,604.4,,
Jaljivadi Dam,21.1647,71.028,Irrigation,Wankdi,Dhari Mahal,Amreli,287.0,,Earthen / Gravity & Masonry,391.0,33.5,2.7027,3,Vertisols,Cambisols,,,,1326.3,1242.4,666.1,802.6,1252.6,1058.0,16.62,,67,60,64.2,Moderate,Moderate,Moderate,301.1113498359037,1326.3,666.1,,
Jambuda  Bandhara Dam,22.52,70.2061,Irrigation,Kalindri,Jamnagar,Jamnagar,14.0,,Earthen,2350.0,16.0,0.9009,4,Vertisols,Cambisols,,,,1213.6,927.8,900.1,741.3,1181.7,992.9,22.48,,63,60,61.8,Moderate,Moderate,Moderate,200.316212524099,1213.6,741.3,,
Jamli Dam,22.5119,73.9863,Irrigation,T Narmada,Chhota Udepur,Vadodara,213.0,,Earthen,322.0,16.0,0.0,3,Leptosols,Luvisols,,,,1098.7,1421.2,973.4,1130.9,1455.0,1215.84,14.42,,62,55,59.2,Moderate,Fair,Fair,211.5915711931834,1455.0,973.4,,
Jangadiya Dam,23.4413,68.873,Irrigation,Khari,Abdasa,Kachchh,38.0,,Earthen,990.0,21.94,2.7027,5,Luvisols,Cambisols,,,,603.8,481.1,681.3,616.3,804.2,637.34,17.35,,54,60,56.4,Fair,Moderate,Fair,118.06067507853749,804.2,481.1,,
JatavadaII Dam,23.8369,70.7152,Irrigation,Local River,Rapar,Kachchh,27.0,,Earthen,784.33,13.89,0.0,5,Arenosols,Cambisols,,,,564.5,482.5,642.7,679.8,467.3,567.36,18.18,,57,55,56.2,Fair,Fair,Fair,94.26063865686461,679.8,467.3,,
Jesar Dam,21.3669,71.6658,Irrigation,Ranigadla,Kundla,Bhavnagar,98.0,,Earthen,249.0,22.0,2.7027,3,Vertisols,Cambisols,,,,922.2,1279.7,740.7,793.9,1263.1,999.92,15.26,,72,60,67.2,Good,Moderate,Moderate,256.5249539518524,1279.7,740.7,,
Jesola Kamalpur Dam,23.0397,73.5544,Irrigation,Kotar,Lunavada,Panch Mahals,133.0,,Earthen,165.0,25.0,1.8018,3,Vertisols,Luvisols,,,,1091.8,1113.9,899.1,1225.2,1313.4,1128.68,16.56,,75,65,71.0,Good,Moderate,Good,156.30350923763677,1313.4,899.1,,
Jetawada Dam,23.573,70.6444,Irrigation,Bela,Rapar,Kachchh,63.0,,Earthen,1130.0,15.0,0.9009,5,Cambisols,Luvisols,,,,695.3,603.5,731.3,605.8,524.7,632.12,17.49,,60,60,60.0,Moderate,Moderate,Moderate,81.97452043165605,731.3,524.7,,
Jetholi Dam,23.07,73.3447,Irrigation,Vahela,Vadasinor,Kheda,98.0,,Earthen,1951.0,17.07,0.9009,3,Vertisols,Cambisols,,,,951.6,1183.9,893.2,1269.1,1306.9,1120.94,16.29,,75,65,71.0,Good,Moderate,Good,187.77513946207043,1306.9,893.2,,
Jhanjhesari Dam,21.3408,70.7522,Irrigation,Jhanjhesari,Visavadar,Junagadh,139.0,,Earthen,2699.0,27.0,2.7027,3,Vertisols,Cambisols,,,,1278.2,1169.0,746.8,830.9,1286.8,1062.34,16.67,,72,60,67.2,Good,Moderate,Moderate,255.67760558953927,1286.8,746.8,,
Jhuj Dam,20.7119,73.3877,Irrigation,Kaveri,Vansada,Navsari,163.0,,Gravity & Masonry,840.0,45.46,22.5225,3,Unknown,Unknown,,,,1328.9,1881.7,1925.5,1073.8,1766.4,1595.26,16.23,,53,50,51.8,Fair,Fair,Fair,375.25438438477977,1925.5,1073.8,,
Jogpura Dam,22.463,73.7858,Irrigation,T Narmada,Jetpur Pavi,Vadodara,282.0,,Earthen,395.0,18.15,17.1171,3,Vertisols,Leptosols,,,,1081.6,1346.8,1010.3,1173.8,1505.5,1223.6,14.72,,62,55,59.2,Moderate,Fair,Fair,201.73421871363323,1505.5,1010.3,,
Junachay Dam,23.628,69.0066,Irrigation,,Lakhpat,Kachchh,73.0,,Earthen,443.0,15.8,0.9009,5,Cambisols,Arenosols,,,,475.0,345.0,728.1,441.2,654.7,528.8,20.53,,60,45,54.0,Moderate,Poor,Fair,158.05215911211084,728.1,345.0,,
Kabutri Dam,22.8347,73.9891,Irrigation,Bhadar,Limkheda,dahod,204.0,,Earthen / Gravity & Masonry,544.0,18.7,2.7027,3,Vertisols,Cambisols,,,,1062.7,1273.8,940.4,1367.7,1572.8,1243.48,16.29,,69,60,65.4,Moderate,Moderate,Moderate,249.67001622141174,1572.8,940.4,,
Kadana Dam,23.3058,73.8255,"Flood Control,Hydroelectric,Irrigation",Mahi,Santrampur,Panch Mahals,120.0,,Earthen / Gravity & Masonry,1551.0,66.0,0.0,3,Vertisols,Cambisols,,,,872.9,1347.1,961.5,1345.3,1461.3,1197.62,16.99,,70,65,68.0,Good,Moderate,Moderate,262.14334246743704,1461.3,872.9,,
Kadoli Dam,23.2608,68.8269,Irrigation,Local River,Abdasa,Kachchh,24.0,,Earthen,,14.02,0.9009,5,Arenosols,Cambisols,,,,855.0,574.2,681.2,709.1,973.4,758.58,21.84,,57,55,56.2,Fair,Fair,Fair,156.42599528211414,973.4,574.2,,
Kaila Dam,23.2419,69.6666,,,Bhuj,Kachchh,106.0,,,,,0.9009,5,Vertisols,Luvisols,,,,768.6,576.4,673.5,674.4,755.3,689.64,20.89,,55,55,55.0,Fair,Fair,Fair,77.2366040164895,768.6,576.4,,
Kakari Mahudi Dam,23.3991,73.6258,Irrigation,Kotar,Lunavada,Panch Mahals,173.0,,Earthen,810.0,13.97,0.9009,3,Vertisols,Cambisols,,,,1117.1,1290.4,970.2,1489.0,1366.5,1246.64,17.25,,75,60,69.0,Good,Moderate,Moderate,205.07279926894256,1489.0,970.2,,
Kakarwa Dam,23.4922,70.4119,Irrigation,Local River,Bhachau,Kachchh,87.0,,Earthen,771.34,17.68,2.7027,5,Arenosols,Luvisols,,,,769.5,594.8,739.3,666.9,594.0,672.9,19.37,,52,60,55.2,Fair,Moderate,Fair,80.77954567834607,769.5,594.0,,
Kakdiamba Dam,21.5461,73.8569,Irrigation,Waghti,Sagbara,Narmada,166.0,,,1775.0,16.61,1.8018,3,Vertisols,Cambisols,,,,1194.7,1356.8,1182.4,1117.5,1770.1,1324.3,13.78,,75,55,67.0,Good,Fair,Moderate,264.33496741823615,1770.1,1117.5,,
Kalaghogha Dam,22.9461,69.6575,Irrigation,PhoT,Mundra,Kachchh,57.0,,Earthen,1376.0,24.0,3.6036,5,Cambisols,Vertisols,,,,1302.7,858.1,873.3,825.1,1096.0,991.04,22.74,,62,60,61.2,Moderate,Moderate,Moderate,204.4629501890257,1302.7,825.1,,
Kali Dam,22.9075,74.2436,,,Dahod,dahod,295.0,,,,,2.7027,3,Vertisols,Luvisols,,,,951.2,1265.8,802.8,1060.5,1294.8,1075.02,15.32,,59,65,61.4,Fair,Moderate,Moderate,208.77392557501042,1294.8,802.8,,
Kaliakota Dam,22.8355,73.9902,Irrigation,River,Limkheda,dahod,198.0,,Earthen,242.0,16.0,1.8018,3,Vertisols,Cambisols,,,,1062.7,1273.8,940.4,1367.7,1572.8,1243.48,16.29,,75,60,69.0,Good,Moderate,Moderate,249.67001622141174,1572.8,940.4,,
Kaliakuva Dam,22.5936,73.9163,Irrigation,Kotar,Godhra,Panch Mahals,244.0,,Earthen,593.5,10.33,0.9009,3,Vertisols,Luvisols,,,,1066.5,1368.5,913.8,1156.4,1465.6,1194.16,14.66,,72,60,67.2,Good,Moderate,Moderate,223.82958472909695,1465.6,913.8,,
Kalindri Dam,21.7224,69.9605,Irrigation,Kalindri,Kutiyana,Porbandar,49.0,,Earthen,843.0,18.9,0.9009,3,Vertisols,Luvisols,,,,1403.0,951.0,879.5,1055.3,1506.7,1159.1,20.35,,72,55,65.2,Good,Fair,Moderate,279.53943371195413,1506.7,879.5,,
Kalubhar Dam,21.8613,71.6297,Irrigation,Kalubhar,Gadhada,Bhavnagar,53.0,,Earthen,1094.51,16.53,0.0,3,Vertisols,Cambisols,,,,1044.5,1043.9,715.7,631.2,1417.0,970.46,17.17,,75,60,69.0,Good,Moderate,Moderate,312.359301126123,1417.0,631.2,,
Kalyanpar Dam,23.603,70.6736,Irrigation,Local Stream,Rapar,Kachchh,53.0,,Earthen,285.0,11.1,0.0,5,Arenosols,Cambisols,,,,695.3,603.5,731.3,605.8,524.7,632.12,17.49,,60,60,60.0,Moderate,Moderate,Moderate,81.97452043165605,731.3,524.7,,
Kamalpurrnaka Dam,23.13,73.6105,Irrigation,Kotar,Lunavada,Panch Mahals,98.0,,Earthen,186.0,24.0,1.8018,3,Vertisols,Luvisols,,,,855.7,1192.4,871.2,1302.5,1314.3,1107.22,16.23,,75,65,71.0,Good,Moderate,Good,227.61798479030605,1314.3,855.7,,
Kaniyad Dam,22.2538,71.6313,Irrigation,Rajawal,Botad,Bhavnagar,96.0,,Earthen,4440.0,15.69,1.8018,3,Vertisols,Cambisols,,,,886.5,928.5,788.3,675.9,1555.0,966.84,18.27,,75,55,67.0,Good,Fair,Moderate,342.92100839697764,1555.0,675.9,,
Kankavati Dam,23.0905,71.2872,Irrigation,Godra,Halvad,Surendranagar,19.0,,Earthen,2982.0,14.0,0.0,4,Luvisols,Vertisols,,,,1483.9,912.9,788.7,780.3,910.1,975.18,22.52,,63,55,59.8,Moderate,Fair,Fair,291.40317774519895,1483.9,780.3,,
Kankawati Dam,23.1694,69.1305,Irrigation,Kankawati,Abdasa,Kachchh,90.0,,Earthen,2164.0,20.78,2.7027,5,Vertisols,Luvisols,,,,880.3,588.0,767.9,895.0,1018.0,829.84,16.73,,62,65,63.2,Moderate,Moderate,Moderate,161.64727959356446,1018.0,588.0,,
Kapasiya Dam,24.4711,72.5291,Irrigation,Fulzar,Palanpur,Banas Kantha,290.0,,Earthen / Gravity & Masonry,1047.0,15.4,4.5045,3,Regosols,Vertisols,,,,681.1,662.3,829.0,960.2,738.9,774.3,14.75,,69,55,63.4,Moderate,Fair,Moderate,122.50948942837043,960.2,662.3,,
Karad Dam,22.5563,73.7025,Irrigation,Karad,Devgadh Bariya,Panch Mahals,137.0,,Earthen,1019.0,29.56,0.0,3,Unknown,Unknown,,,,1039.7,1181.7,1013.4,1174.3,1497.1,1181.24,14.92,,65,60,63.0,Moderate,Moderate,Moderate,192.36667590827676,1497.1,1013.4,,
Karjan Dam,21.8138,73.5372,Irrigation,Karjan,Rajpipla,Narmada,113.0,,Earthen / Gravity & Masonry,903.0,100.0,8.1081,3,Unknown,Unknown,,,,1132.1,1139.8,1153.4,1030.1,1628.8,1216.84,15.0,,53,60,55.8,Fair,Moderate,Fair,235.4376414254951,1628.8,1030.1,,
Karmadiya Dam,21.333,71.7913,Irrigation,T /Sipu,Mahuva,Bhavnagar,136.0,,Earthen,1041.0,12.94,2.7027,3,Vertisols,Leptosols,,,,973.6,1418.2,754.9,855.5,1329.8,1066.4,16.01,,72,60,67.2,Good,Moderate,Moderate,292.94440598857665,1418.2,754.9,,
Karmal Dam,22.0288,70.9916,Irrigation,Bhadar,Kotda Sangani,Rajkot,171.0,,Earthen / Gravity & Masonry,2118.0,17.45,0.0,3,Unknown,Unknown,,,,1037.3,952.2,764.3,782.1,1580.9,1023.36,17.01,,65,60,63.0,Moderate,Moderate,Moderate,332.20001204093904,1580.9,764.3,,
Karnuki Dam,21.9436,71.113,Irrigation,,Jasdan,Rajkot,162.0,,Earthen / Gravity & Masonry,2260.0,22.66,1.8018,3,Vertisols,Cambisols,,,,989.9,920.2,650.3,687.3,1521.6,953.86,16.64,,75,55,67.0,Good,Fair,Moderate,349.2719184245994,1521.6,650.3,,
Karol(Baugh) Dam,23.35,72.8452,Irrigation,Bokh,Prantij,Sabar Kantha,93.0,,Earthen / Gravity & Masonry,726.0,13.14,0.0,3,Vertisols,Cambisols,,,,1117.0,1016.5,1027.5,1268.4,1280.9,1142.06,18.23,,75,65,71.0,Good,Moderate,Good,127.23565930980203,1280.9,1016.5,,
KarudaDabhunda Dam,23.2366,70.0222,,Kershali,Rapar,Kachchh,74.0,,Earthen,384.0,23.94,0.0,5,Vertisols,Arenosols,,,,631.5,601.0,859.1,621.9,899.3,722.56,21.62,,65,55,61.0,Moderate,Fair,Moderate,144.11921454129563,899.3,601.0,,
Kaswati Dam,23.2419,69.6666,Irrigation,Kaswati,Bhuj,Kachchh,106.0,,Earthen,1454.5,15.74,0.9009,5,Vertisols,Luvisols,,,,768.6,576.4,673.5,674.4,755.3,689.64,20.89,,65,55,61.0,Moderate,Fair,Moderate,77.2366040164895,768.6,576.4,,
Kelia Dam,20.6977,73.2833,"Flood Control,Irrigation",Kharera,Vansada,Navsari,111.0,,Gravity & Masonry,814.0,28.1,0.0,3,Unknown,Unknown,,,,1355.4,1914.9,1918.0,1093.6,1746.5,1605.68,16.41,,65,50,59.0,Moderate,Fair,Fair,366.6936964279588,1918.0,1093.6,,
Kevadi Dam,21.3363,73.4147,Irrigation,Mandavi Khadi,Mandvi,Surat,126.0,,Earthen,125.9,18.14,4.5045,3,Leptosols,Luvisols,,,,1247.9,1941.2,1401.5,1115.6,2088.0,1558.84,16.12,,62,50,57.2,Moderate,Fair,Fair,431.30926607250166,2088.0,1115.6,,
Khadkhambhali Dam,22.188,69.9622,Irrigation,Khadkhambhalli,Lalpur,Jamnagar,74.0,,Earthen,370.0,24.0,0.0,4,Vertisols,Cambisols,,,,1243.6,905.7,778.4,665.9,1320.5,982.82,21.62,,70,55,64.0,Good,Fair,Moderate,287.3183373890361,1320.5,665.9,,
Khambhada Dam,22.1619,71.7938,Irrigation,Utavali,Dhandhuka,Ahmadabad,47.0,,Earthen,3700.0,17.85,2.7027,3,Vertisols,Cambisols,,,,920.7,905.5,747.0,761.5,1715.9,1010.12,18.16,,69,55,63.4,Moderate,Fair,Moderate,402.5266227220257,1715.9,747.0,,
Khambhala Dam,21.6833,69.7436,"Irrigation,Navigation",Tokaniya,Ranavav,Porbandar,24.0,,Earthen,700.0,21.03,0.9009,3,Vertisols,Cambisols,,,,1671.5,1059.7,913.7,1090.9,1734.7,1294.1,19.7,,72,55,65.2,Good,Fair,Moderate,379.96607743323614,1734.7,913.7,,
Kharadia Dam,23.5027,69.4222,Irrigation,Gumar Nadi,Nakhtarana,Kachchh,28.0,,Earthen,840.0,15.95,0.9009,5,Cambisols,Arenosols,,,,809.9,422.3,683.9,673.3,714.3,660.74,21.86,,57,55,56.2,Fair,Fair,Fair,143.75774066115534,809.9,422.3,,
Kharedi Dam,22.8683,74.2758,Irrigation,Kotar,Dahod,dahod,298.0,,Earthen,600.0,12.0,1.8018,3,Vertisols,Luvisols,,,,951.2,1265.8,802.8,1060.5,1294.8,1075.02,15.32,,72,65,69.2,Good,Moderate,Moderate,208.77392557501042,1294.8,802.8,,
Khari Dam,21.2683,71.7791,Irrigation,Mehriyo,Mahuva,Bhavnagar,109.0,,Earthen,1540.0,16.0,1.8018,3,Vertisols,Cambisols,,,,1033.9,1477.1,767.9,899.4,1316.9,1099.04,16.05,,75,60,69.0,Good,Moderate,Moderate,293.319532251093,1477.1,767.9,,
Kharo Dam,21.5016,71.865,Irrigation,Kharo,Palitana,Bhavnagar,48.0,,Earthen,163.4,17.42,0.0,3,Vertisols,Cambisols,,,,927.9,1227.1,760.0,754.8,1436.0,1021.16,15.98,,72,60,67.2,Good,Moderate,Moderate,300.97887467395446,1436.0,754.8,,
Kharod Dam,23.0594,69.3594,Irrigation,Kharod,Mandvi,Kachchh,98.0,,Earthen,419.0,23.0,0.9009,5,Unknown,Unknown,,,,919.1,703.5,767.7,822.4,1027.8,848.1,19.48,,55,65,59.0,Fair,Moderate,Fair,127.83475661962984,1027.8,703.5,,
Kharua Dam,23.1375,69.1233,Irrigation,Local River,Abdasa,Kachchh,93.0,,Earthen,107.0,15.75,4.5045,5,Vertisols,Cambisols,,,,926.8,603.7,756.9,963.6,1017.6,853.72,18.53,,62,65,63.2,Moderate,Moderate,Moderate,170.40764947618987,1017.6,603.7,,
Khata Dam,22.9566,73.3333,Irrigation,Vahela,Vadasinor,Kheda,95.0,,Earthen,152.0,14.5,4.5045,3,Vertisols,Luvisols,,,,1022.7,1077.5,946.4,1231.8,1442.7,1144.22,17.04,,72,65,69.2,Good,Moderate,Moderate,196.92129646130203,1442.7,946.4,,
Khedava Dam,23.6308,72.8488,Irrigation,Khosambi,Khed Brahma,Sabar Kantha,133.0,,,2678.5,28.0,6.3063,3,Vertisols,Luvisols,,,,1193.8,834.1,1098.0,1146.8,1104.3,1075.4,17.28,,68,65,66.8,Moderate,Moderate,Moderate,140.25706755810913,1193.8,834.1,,
Khedoi Dam,23.0544,69.9108,Irrigation,Demi,Anjar,Kachchh,73.0,,Earthen / Gravity & Masonry,5640.03,11.5,2.7027,5,Vertisols,Luvisols,,,,767.4,751.2,905.9,679.4,977.1,816.2,22.44,,62,60,61.2,Moderate,Moderate,Moderate,121.7123453064643,977.1,679.4,,
Khengar Sagar Dam,23.0219,69.7241,Irrigation,Bhukhi,Mundra,Kachchh,93.0,,Earthen,747.0,17.65,4.5045,5,Vertisols,Leptosols,,,,869.2,794.0,875.3,778.2,1006.3,864.6,20.86,,62,60,61.2,Moderate,Moderate,Moderate,90.36572912337948,1006.3,778.2,,
Khilawad M.I. Dam,20.9436,71.0136,Irrigation,Jambudi,Una,Junagadh,78.0,,Earthen,998.0,13.75,2.7027,3,Vertisols,Cambisols,,,,1194.2,1253.8,856.0,875.7,1365.3,1109.0,15.67,,72,65,69.2,Good,Moderate,Moderate,230.40923375594127,1365.3,856.0,,
Khodapipar Dam,22.5541,70.6102,Irrigation,Khedoi,Padadhari,Rajkot,53.0,,Earthen,650.0,13.28,3.6036,4,Unknown,Unknown,,,,1355.2,963.3,959.8,744.2,1204.0,1045.3,22.1,,57,55,56.2,Fair,Fair,Fair,237.65477062327193,1355.2,744.2,,
Khodasar Dam,23.3311,70.6738,Irrigation,Khari River,Rapar,Kachchh,41.0,,Earthen,797.29,21.09,0.0,5,Vertisols,Luvisols,,,,724.3,838.2,760.1,652.3,808.7,756.72,17.56,,62,60,61.2,Moderate,Moderate,Moderate,72.98446410024538,838.2,652.3,,
Khodiyar Dam,21.7224,72.005,Irrigation,Shetrunji,Sihor,Bhavnagar,35.0,,Earthen,500.0,29.26,2.7027,3,Vertisols,Cambisols,,,,1109.7,1120.4,816.8,712.9,1497.1,1051.38,17.57,,69,60,65.4,Moderate,Moderate,Moderate,306.7685560809647,1497.1,712.9,,
Khokhala Dam,23.6069,72.0905,Irrigation,Local,Chanasma,Patan,49.0,,Earthen,2640.0,15.0,1.8018,4,Cambisols,Vertisols,,,,1222.7,735.3,989.0,904.3,862.0,942.66,18.5,,67,65,66.2,Moderate,Moderate,Moderate,181.3460035401939,1222.7,735.3,,
Khokhra Dam,23.2208,69.9844,,,Anjar,Kachchh,83.0,,,,,0.0,5,Luvisols,Vertisols,,,,631.5,601.0,859.1,621.9,899.3,722.56,21.62,,55,55,55.0,Fair,Fair,Fair,144.11921454129563,899.3,601.0,,
Khorana Dam,22.4338,70.8524,Irrigation,Demi,Rajkot,Rajkot,121.0,,Earthen,1342.0,12.5,0.9009,3,Vertisols,Cambisols,,,,1091.6,895.5,931.7,612.1,1453.5,996.88,20.79,,75,55,67.0,Good,Fair,Moderate,308.2432837873357,1453.5,612.1,,
Kojan Dam,23.5966,72.963,Irrigation,Kajan,Himatnagar,Sabar Kantha,145.0,,Earthen,3700.0,21.0,3.6036,3,Cambisols,Vertisols,,,,1199.2,907.6,1113.7,1201.7,1135.7,1111.58,17.54,,72,65,69.2,Good,Moderate,Moderate,120.40866663160091,1201.7,907.6,,
Koriyani Dam,23.7125,68.6602,Irrigation,Local River,Lakhpat,Kachchh,15.0,,Earthen,1150.0,13.4,0.0,5,Cambisols,Arenosols,,,,471.3,289.9,684.8,422.1,537.1,481.04,19.32,,53,50,51.8,Fair,Fair,Fair,145.57141889807903,684.8,289.9,,
Kotadia Dam,22.0747,69.6905,Irrigation,Sorti Nadi,Khambhaliya,Jamnagar,79.0,,Earthen,121.0,12.5,0.9009,4,Vertisols,Luvisols,,,,1356.6,1201.6,762.8,925.8,1427.8,1134.92,22.6,,70,55,64.0,Good,Fair,Moderate,283.5363327688358,1427.8,762.8,,
Kothariya Dam,22.2355,70.8213,Irrigation,T/Aji,Morbi,Rajkot,143.0,,Earthen,,11.0,0.9009,3,Vertisols,Cambisols,,,,1004.7,898.1,799.5,698.6,1358.9,951.96,18.76,,75,60,69.0,Good,Moderate,Moderate,254.3216034866091,1358.9,698.6,,
Kotia Dam,21.3536,72.0219,Irrigation,Koliyar,Talaja,Bhavnagar,14.0,,Earthen,854.0,19.0,1.8018,3,Vertisols,Cambisols,,,,946.6,1380.5,789.4,951.4,1372.2,1088.02,15.73,,68,60,64.8,Moderate,Moderate,Moderate,271.1740068664399,1380.5,789.4,,
Koya Dam,22.953,73.3325,Irrigation,Vahela,Vadasinor,Kheda,103.0,,Earthen,175.0,18.68,1.8018,3,Vertisols,Cambisols,,,,1022.7,1077.5,946.4,1231.8,1442.7,1144.22,17.04,,75,65,71.0,Good,Moderate,Good,196.92129646130203,1442.7,946.4,,
Krushnagadh Dam,21.6191,71.3786,Irrigation,Local Stream,Kundla,Amreli,104.0,,Earthen,735.0,15.5,0.9009,3,Vertisols,Cambisols,,,,1128.7,985.6,748.2,682.1,1352.6,979.44,16.74,,75,60,69.0,Good,Moderate,Moderate,275.4305229999028,1352.6,682.1,,
Kuapadhar Dam,23.2608,68.8269,Irrigation,Local Stream,Abdasa,Kachchh,24.0,,Earthen,975.0,20.0,0.9009,5,Arenosols,Cambisols,,,,855.0,574.2,681.2,709.1,973.4,758.58,21.84,,57,55,56.2,Fair,Fair,Fair,156.42599528211414,973.4,574.2,,
Kunaria Dam,23.4002,69.7258,Irrigation,Bhuj,Bhuj,Kachchh,37.0,,Earthen,828.0,17.1,1.8018,5,Luvisols,Cambisols,,,,605.5,561.3,682.3,547.0,787.4,636.7,19.43,,57,60,58.2,Fair,Moderate,Fair,99.36616627403916,787.4,547.0,,
Kundol Dam,23.6511,73.4322,Irrigation,Kundolvaga,Vijayanagar Mahal,Sabar Kantha,214.0,,Earthen,320.0,11.0,0.9009,3,Luvisols,Vertisols,,,,917.6,1202.8,936.2,1236.7,1205.7,1099.8,15.64,,72,65,69.2,Good,Moderate,Moderate,158.53013909033197,1236.7,917.6,,
Kuntala Dam,20.54,73.1791,Irrigation,Malan,Dharampur,Valsad,73.0,,Earthen,648.0,22.0,1.8018,3,Vertisols,Solonchaks,,,,1625.2,2121.4,1882.3,1232.0,1874.8,1747.14,16.77,,75,55,67.0,Good,Fair,Moderate,337.22189727240436,2121.4,1232.0,,
Kuvadwa Dam,22.3647,70.9461,Irrigation,T/Machhu,Rajkot,Rajkot,159.0,,Earthen,534.0,16.0,0.0,3,Vertisols,Cambisols,,,,1047.0,964.4,995.1,651.4,1451.7,1021.92,19.4,,75,60,69.0,Good,Moderate,Moderate,285.76773260814457,1451.7,651.4,,
Lachhadi Dam,21.0547,70.4175,Irrigation,Devaka,Maliya Hatina,Junagadh,82.0,,Earthen,85.0,16.3,0.9009,3,Vertisols,Luvisols,,,,1574.1,1149.4,1052.1,1087.3,1639.7,1300.52,16.1,,75,60,69.0,Good,Moderate,Moderate,282.7992256000713,1639.7,1052.1,,
Ladoi Dam,22.208,70.3808,Irrigation,Local Stream,Kalavad,Jamnagar,94.0,,Earthen,1765.0,13.0,0.9009,4,Vertisols,Cambisols,,,,1231.2,931.7,936.3,703.7,1260.1,1012.6,20.12,,70,55,64.0,Good,Fair,Moderate,232.8239248874565,1260.1,703.7,,
Lafni Dam,22.313,73.68,Irrigation,Kotar,Jambughoda,Panch Mahals,94.0,,Earthen,236.0,14.83,0.9009,3,Vertisols,Cambisols,,,,1134.7,1188.6,1131.5,1087.9,1555.8,1219.7,15.27,,75,60,69.0,Good,Moderate,Moderate,191.24977124169322,1555.8,1087.9,,
Lakhanka Dam,21.6963,72.1336,Irrigation,Maleshri,Bhavnagar,Bhavnagar,39.0,,Earthen,1628.89,19.84,2.7027,3,Vertisols,Cambisols,,,,1058.0,1344.3,908.5,710.9,1457.7,1095.88,16.74,,69,60,65.4,Moderate,Moderate,Moderate,307.1571128917577,1457.7,710.9,,
Lakhapadar Dam,21.3025,71.1813,Irrigation,Shell,Dhari Mahal,Amreli,190.0,,Earthen,1285.67,24.14,1.8018,3,Vertisols,Cambisols,,,,1015.3,1055.1,612.8,663.9,1139.6,897.34,15.69,,75,60,69.0,Good,Moderate,Moderate,241.32443514903332,1139.6,612.8,,
Lakhia Dam,24.0286,73.0433,Irrigation,Wangha,Khed Brahma,Sabar Kantha,209.0,,Earthen,173.0,17.5,0.0,3,Vertisols,Cambisols,,,,888.5,964.6,1144.3,1107.3,1113.5,1043.64,15.49,,72,65,69.2,Good,Moderate,Moderate,111.10939654232668,1144.3,888.5,,
Lakhigam Dam,21.6897,72.5522,Irrigation,DhankiKhadi,Mandvi,Surat,7.0,,Earthen,662.0,17.9,0.0,3,Vertisols,Arenosols,,,,773.5,958.4,837.7,701.3,1441.8,942.54,15.68,,68,60,64.8,Moderate,Moderate,Moderate,294.65011963343915,1441.8,701.3,,
